2016-11-23 02:11:11,704 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - After adding stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:11:15,214 [main] DEBUG  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Reset (autoCommit) on connection com.mysql.jdbc.JDBC4Connection@2484773d
2016-11-23 02:11:41,635 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:12:11,638 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:12:41,640 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:12:50,174 [main] DEBUG  com.zaxxer.hikari.HikariConfig - HikariPool-1 - configuration:
2016-11-23 02:12:50,195 [main] DEBUG  com.zaxxer.hikari.HikariConfig - allowPoolSuspension.............false
2016-11-23 02:12:50,196 [main] DEBUG  com.zaxxer.hikari.HikariConfig - autoCommit......................true
2016-11-23 02:12:50,196 [main] DEBUG  com.zaxxer.hikari.HikariConfig - catalog.........................null
2016-11-23 02:12:50,196 [main] DEBUG  com.zaxxer.hikari.HikariConfig - connectionInitSql...............null
2016-11-23 02:12:50,196 [main] DEBUG  com.zaxxer.hikari.HikariConfig - connectionTestQuery.............null
2016-11-23 02:12:50,197 [main] DEBUG  com.zaxxer.hikari.HikariConfig - connectionTimeout...............30000
2016-11-23 02:12:50,197 [main] DEBUG  com.zaxxer.hikari.HikariConfig - dataSource......................null
2016-11-23 02:12:50,197 [main] DEBUG  com.zaxxer.hikari.HikariConfig - dataSourceClassName.............null
2016-11-23 02:12:50,197 [main] DEBUG  com.zaxxer.hikari.HikariConfig - dataSourceJNDI..................null
2016-11-23 02:12:50,292 [main] DEBUG  com.zaxxer.hikari.HikariConfig - dataSourceProperties............{password=<masked>}
2016-11-23 02:12:50,292 [main] DEBUG  com.zaxxer.hikari.HikariConfig - driverClassName.................null
2016-11-23 02:12:50,292 [main] DEBUG  com.zaxxer.hikari.HikariConfig - healthCheckProperties...........{}
2016-11-23 02:12:50,293 [main] DEBUG  com.zaxxer.hikari.HikariConfig - healthCheckRegistry.............null
2016-11-23 02:12:50,293 [main] DEBUG  com.zaxxer.hikari.HikariConfig - idleTimeout.....................600000
2016-11-23 02:12:50,293 [main] DEBUG  com.zaxxer.hikari.HikariConfig - initializationFailFast..........true
2016-11-23 02:12:50,293 [main] DEBUG  com.zaxxer.hikari.HikariConfig - isolateInternalQueries..........false
2016-11-23 02:12:50,293 [main] DEBUG  com.zaxxer.hikari.HikariConfig - jdbc4ConnectionTest.............false
2016-11-23 02:12:50,294 [main] DEBUG  com.zaxxer.hikari.HikariConfig - jdbcUrl........................."jdbc:mysql://localhost:3306/computer-database-db"
2016-11-23 02:12:50,294 [main] DEBUG  com.zaxxer.hikari.HikariConfig - leakDetectionThreshold..........0
2016-11-23 02:12:50,294 [main] DEBUG  com.zaxxer.hikari.HikariConfig - maxLifetime.....................1800000
2016-11-23 02:12:50,294 [main] DEBUG  com.zaxxer.hikari.HikariConfig - maximumPoolSize.................10
2016-11-23 02:12:50,294 [main] DEBUG  com.zaxxer.hikari.HikariConfig - metricRegistry..................null
2016-11-23 02:12:50,294 [main] DEBUG  com.zaxxer.hikari.HikariConfig - metricsTrackerFactory...........null
2016-11-23 02:12:50,295 [main] DEBUG  com.zaxxer.hikari.HikariConfig - minimumIdle.....................10
2016-11-23 02:12:50,295 [main] DEBUG  com.zaxxer.hikari.HikariConfig - password........................<masked>
2016-11-23 02:12:50,295 [main] DEBUG  com.zaxxer.hikari.HikariConfig - poolName........................"HikariPool-1"
2016-11-23 02:12:50,295 [main] DEBUG  com.zaxxer.hikari.HikariConfig - readOnly........................false
2016-11-23 02:12:50,295 [main] DEBUG  com.zaxxer.hikari.HikariConfig - registerMbeans..................false
2016-11-23 02:12:50,295 [main] DEBUG  com.zaxxer.hikari.HikariConfig - scheduledExecutorService........null
2016-11-23 02:12:50,295 [main] DEBUG  com.zaxxer.hikari.HikariConfig - threadFactory...................null
2016-11-23 02:12:50,296 [main] DEBUG  com.zaxxer.hikari.HikariConfig - transactionIsolation............null
2016-11-23 02:12:50,296 [main] DEBUG  com.zaxxer.hikari.HikariConfig - username........................"admincdb"
2016-11-23 02:12:50,296 [main] DEBUG  com.zaxxer.hikari.HikariConfig - validationTimeout...............5000
2016-11-23 02:12:50,297 [main] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Started.
2016-11-23 02:12:50,861 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@2484773d
2016-11-23 02:12:50,902 [main] DEBUG  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Reset (autoCommit) on connection com.mysql.jdbc.JDBC4Connection@2484773d
2016-11-23 02:12:50,907 [main] DEBUG  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Reset (autoCommit) on connection com.mysql.jdbc.JDBC4Connection@2484773d
2016-11-23 02:12:50,968 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=1, active=0, idle=1, waiting=0)
2016-11-23 02:12:50,980 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@74cc4569
2016-11-23 02:12:50,988 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@2bb289d3
2016-11-23 02:12:50,995 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@301e0ad1
2016-11-23 02:12:51,005 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@d035283
2016-11-23 02:12:51,012 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@73342e08
2016-11-23 02:12:51,021 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@7b34b6b2
2016-11-23 02:12:51,028 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@5d0105f0
2016-11-23 02:12:51,036 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@2546eeb8
2016-11-23 02:12:51,043 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.jdbc.JDBC4Connection@49fce1b7
2016-11-23 02:12:51,044 [HikariPool-1 connection adder] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - After adding stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:12:53,994 [main] DEBUG  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Reset (autoCommit) on connection com.mysql.jdbc.JDBC4Connection@2484773d
2016-11-23 02:13:11,643 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:13:18,871 [main] DEBUG  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Reset (autoCommit) on connection com.mysql.jdbc.JDBC4Connection@2484773d
2016-11-23 02:13:20,972 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:13:22,921 [main] DEBUG  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Reset (autoCommit) on connection com.mysql.jdbc.JDBC4Connection@2484773d
2016-11-23 02:13:41,645 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:14:11,647 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:14:41,649 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:15:11,651 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:15:41,653 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:16:11,654 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
